amenities,beds,developer,district,electoral_div,lease,name,nearest_mrt_name,neighbourhood,property_type,rental,sqft,tenure,travel_time_changi,travel_time_orchard,travel_time_raffles,furnishing,amenities_count,nearest_mrt_dist_min,nearest_mrt_dist_metres,freehold_status,rental_log
"'Function Room', 'Renovated', 'Aircon', 'Gym', 'Pool Deck', 'Wading Pool', 'Swimming Pool', 'Utility Room', 'Jacuzzi', 'Steam Room', 'BBQ''",1,Tg (2010) Pte Ltd,D09,Tanjong Pagar,greater_than_or_equal_24m,Lloyd Sixtyfive,Somerset MRT,River Valley,Condo,6500,990,Freehold,56,12,14,Partially Furnished,11,4,21,Freehold,8.779557455883728
"'High Ceiling', 'Stove', 'Oven', 'Parking', 'Balcony', 'Renovated', 'Closet', 'TV', 'Wading Pool', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'Gym', 'Fridge', 'Tennis Court', 'Pool View', 'Aircon', 'Sofa', 'Bed', 'Study Room', 'Security', 'Lap Pool''",1,Transurban Properties Pte Ltd And Oph Marymount Ltd,D14,Aljunied,less_than_24m,Euhabitat,,Bedok,Condo,2500,600,99 Years,49,32,29,Fully Furnished,22,none_nearby,none_nearby,Non-Freehold,7.824046010856292
"'Bomb Shelter', 'Security', 'Aircon', 'Greenery View', 'Gym', 'City View', 'Bed', 'Fridge', 'Swimming Pool', 'Jacuzzi', 'Oven', 'Parking', 'High Floor', 'Washer', 'Stove', 'BBQ', 'Balcony''",2,Macly Capital Pte Ltd,D09,Tanjong Pagar,Flexible,Newton Edge,Newton MRT,Novena,Condo,2999,700,Freehold,58,14,19,Unknown,17,6,71,Freehold,8.00603417874901
"'Clubhouse', 'Yoga Corner', 'Gym', 'Viewing Deck', 'Tennis Court', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'Hydrotherapy Pool', 'Lap Pool', 'BBQ', 'Games Room''",2,"Bartley Development Pte Ltd,Hong Lwong Holdings Ltd",D19,Marine Parade,Flexible,Bartley Residences,Bartley MRT,Serangoon,Condo,2850,872,99 Years,48,30,28,Unknown,13,2,44,Non-Freehold,7.955074273262696
"'Aircon', 'TV', 'Stove', 'Fridge', 'Bed', 'Dining Room Furniture', 'Washer''",1,,D08,Jalan Besar,Flexible,Verdun House,Farrer Park MRT,Kallang,Condo,1813,314,Freehold,53,21,20,Fully Furnished,7,4,59,Freehold,7.502738210754851
"'Jogging Track', 'Fun Pool', 'Study Room', 'Function Room', 'Water Feature', 'Sky Terrace', 'Gym', 'Pool Deck', 'Clubhouse', 'Spa Pool', 'Steam Room', 'Tennis Court', 'Fitness Corner', 'Parking', 'Security', 'Retail Shops', 'Lap Pool', 'Karaoke', 'BBQ', 'Playground''",1,"City Developments Ltd,AIG Global Real Estate",D01,Jalan Besar,Flexible,The Sail @ Marina Bay,Downtown MRT,None,Condo,3999,700,99 Years,51,17,5,Unknown,20,3,16,Non-Freehold,8.293799608846818
"'Function Room', 'Pavilion', 'Water Feature', 'Gym', 'Pool Deck', 'Swimming Pool', 'Parking', 'Outdoor Dining', 'Security', 'Open Terrace''",4,Tg Development Pte Ltd,D09,Tanjong Pagar,Flexible,Skypark,Somerset MRT,River Valley,Condo,17000,3347,Freehold,58,14,16,Unknown,10,5,21,Freehold,9.740968623038354
"'Clubhouse', 'Gym', 'Steam Room', 'Parking', 'Security', 'Lap Pool''",3,Frasers Centrepoint Homes,D09,Tanjong Pagar,Flexible,8 @ Mount Sophia,Dhoby Ghaut MRT,None,Condo,6000,1367,103 Years,48,12,12,Unknown,6,3,76,Non-Freehold,8.699514748210191
"'Security', 'Aircon', 'Greenery View', 'Parking', 'Fridge', 'Bed', 'Dryer', 'Dining Room Furniture', 'High Floor', 'Washer', 'Stove', 'Balcony''",3,Hong Leong Holdings Ltd,D15,Mountbatten,Flexible,Amber Glades,,Marine Parade,Condo,3600,1087,Freehold,33,32,27,Partially Furnished,12,none_nearby,none_nearby,Freehold,8.1886891244442
"'Gym', 'Sauna', 'Swimming Pool', 'Parking', 'Security', 'Lap Pool''",2,Unique Development Pte. Ltd.,D09,Tanjong Pagar,Flexible,The Boutiq,Somerset MRT,River Valley,Condo,4000,894,Freehold,57,13,15,Unknown,6,5,92,Freehold,8.294049640102028
"'Aircon', 'Greenery View', 'Fridge', 'High Floor', 'Washer', 'Fibre Ready', 'Balcony''",3,"Roma Central Pte Ltd,Milano Central Pte Ltd,Verona Central Pte Ltd",D14,Marine Parade,Flexible,Park Place Residences at Plq,Paya Lebar MRT,Geylang,Condo,5500,1163,99 Years,41,26,18,Partially Furnished,7,2,12,Non-Freehold,8.612503371220562
"'Swimming Pool', 'Security', 'Pool Deck', 'Parking''",1,Teambuild Properties Pte Ltd,D14,Marine Parade,Flexible,La Fleur,Aljunied MRT,Geylang,Condo,1800,409,Freehold,48,29,21,Unknown,4,6,75,Freehold,7.495541943884256
"'Gym', 'Spa Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'Lap Pool', 'BBQ', 'Tennis Court''",4,"Far East Organization,Kentish Court Pte Ltd",D10,Tanjong Pagar,Flexible,Cyan,,Tanglin,Condo,14700,3961,Freehold,61,17,26,Unknown,10,none_nearby,none_nearby,Freehold,9.595602772766828
"'Fun Pool', 'Pavilion', 'Water Feature', 'Gym', 'Lounge', 'Swimming Pool', 'Wading Pool', 'Spa Pool', 'Playground', 'Parking', 'Outdoor Dining', 'Security''",4,Far East Organization Centre Pte Ltd,D09,Tanjong Pagar,Flexible,Alba,,Newton,Condo,11000,1905,Freehold,59,16,21,Unknown,12,none_nearby,none_nearby,Freehold,9.305650551780507
"'Clubhouse', 'Gym', 'Swimming Pool', 'Jacuzzi', 'Parking', 'Security''",3,Hong Realty (Private) Ltd,D11,Tanjong Pagar,Flexible,Buckley 18,Novena MRT,Novena,Condo,6000,1517,Freehold,63,14,20,Partially Furnished,6,5,62,Freehold,8.699514748210191
"'Multi-purpose Hall', 'Lounge', 'Pavilion', 'Aircon', 'Clubhouse', 'Jacuzzi', 'Gym', 'Pool Deck', 'Concierge', 'Mini Golf Range', 'Wading Pool', 'Hydrotherapy Pool', 'Fitness Corner', 'Outdoor Dining', 'Lap Pool', 'BBQ', 'Balcony''",2,Ms Residential 1 Pte. Ltd. / Ms Residential 2 Pte. Ltd.,D01,Jalan Besar,less_than_24m,Marina One Residences,Marina Bay MRT,None,Condo,6500,1066,99 Years,50,16,8,Fully Furnished,17,2,60,Non-Freehold,8.779557455883728
"'Clubhouse', 'Water Feature', 'Stove', 'Walk In Closet', 'Sea View', 'Oven', 'Parking', 'Balcony', 'Bomb Shelter', 'Closet', 'TV', 'Greenery View', 'Pool Deck', 'Wading Pool', 'Lounge', 'Utility Room', 'Spa Pool', 'Dining Room Furniture', 'Washer', 'BBQ', 'Bridge', 'Gym', 'City View', 'Fridge', 'Dryer', 'Aircon', 'Sofa', 'Bed', 'Jacuzzi', 'Audio System', 'High Floor', 'Security', 'Bathtub', 'Lap Pool''",2,Hong Fok Land Ltd,D07,Jalan Besar,Flexible,Concourse Skyline,Nicoll Highway MRT,None,Condo,5300,1130,99 Years,50,22,18,Fully Furnished,34,2,3,Non-Freehold,8.575462099540212
"'Clubhouse', 'Security', 'Aircon', 'Water Feature', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Sauna', 'Swimming Pool', 'Spa Pool', 'Playground', 'Fitness Corner', 'Parking', 'Dining Room Furniture', 'Washer', 'Fibre Ready', 'Gym', 'BBQ', 'Balcony''",3,Sims Green Development Pte Ltd,D14,Marine Parade,Flexible,The Alcove,Aljunied MRT,Geylang,Condo,3500,1300,99 Years,45,26,18,Fully Furnished,20,4,92,Non-Freehold,8.160518247477505
"'Clubhouse', 'Function Room', 'Stove', 'Spa Pavilion', 'Jacuzzi', 'Oven', 'Parking', 'Outdoor Dining', 'Balcony', 'Closet', 'Swimming Pool', 'TV', 'Pool Deck', 'Wading Pool', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Gym', 'Fridge', 'Dryer', 'Tennis Court', 'Underwater Fitness Station', 'Reflexology Path', 'Yoga Corner', 'Aircon', 'Sofa', 'Billiards Room', 'Bed', 'Aerobic Pool', 'Fitness Corner', 'High Floor', 'Security', 'Lap Pool''",1,Novelty Orchard Development Pte Ltd,D09,Tanjong Pagar,less_than_24m,Espada,Somerset MRT,River Valley,Condo,2800,377,Freehold,57,13,15,Fully Furnished,34,5,66,Freehold,7.937374696163295
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'Stove', 'Sea View', 'Oven', 'Parking', 'Sky Terrace', 'Fun Pool', 'Bomb Shelter', 'Renovated', 'Closet', 'Pool Deck', 'Playground', 'Washer', 'Fibre Ready', 'BBQ', 'Gym', 'Fridge', 'Dryer', 'Steam Room', 'Tennis Court', 'Karaoke', 'Retail Shops', 'Aircon', 'Spa Pool', 'Study Room', 'Fitness Corner', 'High Floor', 'Security', 'Bathtub', 'Lap Pool''",4,"City Developments Ltd,AIG Global Real Estate",D01,Jalan Besar,greater_than_or_equal_24m,The Sail @ Marina Bay,Downtown MRT,None,Condo,9500,2200,99 Years,51,17,5,Partially Furnished,33,3,16,Non-Freehold,9.159047077588632
"'Aircon', 'TV', 'Sofa', 'Fridge', 'Bed', 'Low Floor', 'Utility Room', 'Playground', 'Parking', 'Washer', 'Bathtub', 'Security', 'Balcony''",3,Region Development Pte Ltd,D12,Jalan Besar,Flexible,Balestier Regency,,Novena,Condo,3500,1400,Freehold,63,20,28,Fully Furnished,13,none_nearby,none_nearby,Freehold,8.160518247477505
',1,,D15,Marine Parade,Flexible,Parkway Centre,,Marine Parade,Condo,3600,1271,-,33,35,30,Unknown,1,none_nearby,none_nearby,-,8.1886891244442
"'Clubhouse', 'Bomb Shelter', 'Pool Deck', 'Tennis Court', 'Renovated', 'Aircon', 'Open Terrace', 'City View', 'Fridge', 'Spa Pool', 'Playground', 'Washer', 'Hydrotherapy Pool', 'Lap Pool', 'Outdoor Dining', 'BBQ', 'Balcony''",1,,D04,West Coast,Flexible,Corals At Keppel Bay,HarbourFront MRT,Bukit Merah,Condo,3800,630,99 Years,68,29,22,Partially Furnished,17,6,63,Non-Freehold,8.242756345714477
"'Clubhouse', 'Water Feature', 'Gym', 'Sauna', 'Swimming Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Parking', 'Security', 'BBQ', 'Tennis Court''",1,Wing Tai Holdings Ltd,D11,Tanjong Pagar,Flexible,L'viv,Newton MRT,Novena,Condo,3000,614,Freehold,57,13,19,Unknown,12,5,23,Freehold,8.006367567650246
"'Swimming Pool', 'Gym', 'Security', 'Playground', 'Parking''",3,Far East Organization,D10,Tanjong Pagar,Flexible,Nassim Regency,,Tanglin,Condo,10000,2024,Freehold,68,18,31,Unknown,5,none_nearby,none_nearby,Freehold,9.210340371976184
"'Gym', 'Swimming Pool', 'Tennis Court', 'Parking', 'Security', 'BBQ''",4,Holland Realty Pte Ltd (Keppel Corporation & Keppel Land),D10,Tanjong Pagar,Flexible,Holland Hill Park,,Bukit Timah,Condo,11800,2800,Freehold,67,19,30,Partially Furnished,6,none_nearby,none_nearby,Freehold,9.375854810453756
"'Clubhouse', 'Stove', 'Squash Court', 'Oven', 'Parking', 'Closet', 'Wading Pool', 'Utility Room', 'Playground', 'Washer', 'BBQ', 'Gym', 'Fridge', 'Sauna', 'Steam Room', 'Tennis Court', 'Badminton Court', 'Aircon', 'Bed', 'Swimming Pool', 'Jacuzzi', 'Security''",3,Bullion Holdings Pte Ltd (Far East Organization),D28,Ang Mo Kio,less_than_24m,Serenity Park,,Serangoon,Condo,3100,1324,Freehold,52,45,42,Partially Furnished,22,none_nearby,none_nearby,Freehold,8.039157390473237
"'Clubhouse', 'Gym', 'Sauna', 'Jacuzzi', 'Steam Room', 'Parking', 'Security', 'Lap Pool', 'BBQ''",2,Hong Leong House Pte Ltd,D02,Jalan Besar,Flexible,76 Shenton,Tanjong Pagar MRT,None,Condo,4500,969,99 Years,59,23,11,Unknown,9,4,29,Non-Freehold,8.411832675758411
"'Basketball Court', 'Gym', 'Wading Pool', 'Jacuzzi', 'Steam Room', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'Tennis Court''",3,Far East Organization,D20,Ang Mo Kio,Flexible,Centro Residences,Ang Mo Kio MRT,Ang Mo Kio,Condo,4100,1356,99 Years,56,21,26,Unknown,10,1,21,Non-Freehold,8.318742252692399
"'Clubhouse', 'Bomb Shelter', 'Aircon', 'TV', 'Gym', 'Fridge', 'Lounge', 'Jacuzzi', 'Washer', 'Stove', 'BBQ', 'Balcony''",1,,D07,Jalan Besar,Flexible,The Concourse,Nicoll Highway MRT,None,Condo,4000,829,99 Years,49,21,16,Partially Furnished,12,2,84,Non-Freehold,8.294049640102028
"'Clubhouse', 'Gym', 'Pool Deck', 'Lounge', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ', 'Tennis Court''",1,Gem Homes Pte Ltd,D12,Bishan-Toa Payoh,Flexible,Gem Residences,,Toa Payoh,Condo,2200,485,99 Years,65,21,26,Unknown,12,none_nearby,none_nearby,Non-Freehold,7.696212639346407
"'Bathtub', 'Renovated', 'Closet', 'Greenery View', 'Fridge', 'Aircon', 'Dryer', 'Security', 'Oven', 'Parking', 'High Floor', 'Washer', 'Fibre Ready', 'Stove''",1,Tuan Huat Development Pte Ltd,D09,Tanjong Pagar,Flexible,Riverside 48,,None,Condo,3000,800,Freehold,64,23,22,Partially Furnished,14,none_nearby,none_nearby,Freehold,8.006367567650246
"'Clubhouse', 'Mini Golf Range', 'Gym', 'Pool Deck', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'BBQ', 'Tennis Court''",3,Nissho Iwai Corporation & Far East Organization,D18,East Coast,Flexible,Eastpoint Green,,Tampines,Condo,3300,1108,99 Years,36,44,36,Unknown,13,none_nearby,none_nearby,Non-Freehold,8.101677747454572
"'Fun Pool', 'Clubhouse', 'Pavilion', 'Hammocks', 'Lap Pool', 'Gym', 'Spa Pavilion', 'Lounge', 'Wading Pool', 'Spa Pool', 'Playground', 'Security', 'Reflexology Path', 'Tennis Court''",2,UOL,D15,Mountbatten,Flexible,Amber 45,,Marine Parade,Condo,4550,732,Freehold,34,33,28,Unknown,14,none_nearby,none_nearby,Freehold,8.422882511944996
"'Gym', 'Swimming Pool', 'Wading Pool', 'Squash Court', 'Playground', 'Parking', 'Security', 'BBQ', 'Tennis Court''",2,"Tararone Investment Pte Ltd, Topaz Realty Pte Ltd",D09,Tanjong Pagar,Flexible,Richmond Park,Orchard MRT,Newton,Condo,4200,1012,Freehold,52,8,18,Fully Furnished,9,6,39,Freehold,8.34283980427146
"'Gym', 'Swimming Pool', 'Playground', 'Parking', 'Security', 'Tennis Court''",2,Pontiac Land Pte Ltd,D10,Tanjong Pagar,Flexible,The Colonnade,,River Valley,Condo,10300,2800,Freehold,63,18,26,Unknown,6,none_nearby,none_nearby,Freehold,9.239899174217728
"'Clubhouse', 'Gym', 'Swimming Pool', 'Jacuzzi', 'Playground', 'BBQ', 'Tennis Court''",4,,D04,West Coast,Flexible,Reflections At Keppel Bay,Telok Blangah MRT,Bukit Merah,Condo,13000,2350,99 Years,71,33,26,Unknown,7,6,68,Non-Freehold,9.472704636443673
"'Jogging Track', 'Clubhouse', 'Basketball Court', 'Aerobic Pool', 'Sculpture', 'Gym', 'Spa Pavilion', 'Swimming Pool', 'Multi-purpose Hall', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Retail Shops', 'Lap Pool', 'BBQ', 'Tennis Court''",1,,D10,Tanjong Pagar,Flexible,D'leedon,,Bukit Timah,Condo,3000,635,99 Years,70,23,34,Partially Furnished,16,none_nearby,none_nearby,Non-Freehold,8.006367567650246
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'Timber Deck', 'Spa Pavilion', 'Jacuzzi', 'Oven', 'Parking', 'Pond', 'Outdoor Dining', 'Balcony', 'Fun Pool', 'Bomb Shelter', 'Greenery View', 'Pool Deck', 'Lounge', 'Wading Pool', 'Playground', 'Washer', 'BBQ', 'Gym', 'Fridge', 'Dryer', 'Steam Room', 'Tennis Court', 'Underwater Fitness Station', 'Pavilion', 'Aircon', 'Viewing Deck', 'Spa Pool', 'Fitness Corner', 'High Floor', 'Security', 'Lap Pool''",3,Mcl Land (Warren) Pte Ltd,D27,Nee Soon,greater_than_or_equal_24m,The Estuary,,Yishun,Condo,3000,1184,99 Years,45,35,40,Partially Furnished,35,none_nearby,none_nearby,Non-Freehold,8.006367567650246
"'Jogging Track', 'Yoga Corner', 'Water Feature', 'Pool Deck', 'Lounge', 'Mini Golf Range', 'Wading Pool', 'Playground', 'Underwater Fitness Station', 'Outdoor Dining', 'BBQ', 'Sky Terrace''",1,Rh Tampines Pte Ltd,D19,Aljunied,Flexible,Trilive,,Hougang,Condo,1880,480,Freehold,42,42,42,Unknown,12,none_nearby,none_nearby,Freehold,7.539027055823995
"'Clubhouse', 'Stove', 'Jacuzzi', 'Oven', 'Parking', 'Balcony', 'City View', 'Closet', 'Wading Pool', 'Playground', 'Dining Room Furniture', 'Washer', 'BBQ', 'Fridge', 'Sauna', 'Dryer', 'Steam Room', 'Aircon', 'Swimming Pool', 'High Floor', 'Security', 'Lap Pool''",4,Far East Organization,D09,Tanjong Pagar,Flexible,Skyline @ Orchard Boulevard,Orchard MRT,River Valley,Condo,15000,2067,Freehold,55,5,15,Partially Furnished,22,4,46,Freehold,9.615805480084347
"'Clubhouse', 'Gym', 'Wading Pool', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'Lap Pool''",2,Freshview Developments Pte Ltd,D03,Tanjong Pagar,Flexible,Echelon,Redhill MRT,Bukit Merah,Condo,3400,732,99 Years,62,27,15,Unknown,8,2,86,Non-Freehold,8.131530710604252
"'Clubhouse', 'Squash Court', 'Gym', 'Mini-mart', 'Sauna', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Playground', 'Parking', 'Security', 'BBQ', 'Tennis Court''",2,Dbs Realty Pte Ltd,D09,Tanjong Pagar,greater_than_or_equal_24m,Aspen Heights,,River Valley,Condo,3800,1044,999 Years,63,20,26,Fully Furnished,13,none_nearby,none_nearby,Freehold,8.242756345714477
"'Clubhouse', 'Function Room', 'Steam Room', 'Water Feature', 'Gym', 'Pavilion', 'Swimming Pool', 'Wading Pool', 'Jacuzzi', 'Fountain', 'Tennis Court', 'Fitness Corner', 'Parking', 'Pond', 'Security', 'BBQ', 'Playground''",1,Mcl Land Ltd,D15,Mountbatten,greater_than_or_equal_24m,The Esta,,Marine Parade,Condo,6000,1378,Freehold,34,34,28,Fully Furnished,17,none_nearby,none_nearby,Freehold,8.699514748210191
"'City View', 'Fitness Corner', 'Aircon', 'Maid Room', 'Gym', 'Fridge', 'Jacuzzi', 'Swimming Pool', 'Utility Room', 'Dryer', 'Tennis Court', 'Oven', 'Parking', 'Wading Pool', 'Washer', 'Bathtub', 'Lap Pool', 'Security', 'BBQ', 'Balcony''",3,Devonshire Development Pte Ltd,D09,Tanjong Pagar,Flexible,The Suites @ Central,Somerset MRT,River Valley,Condo,6500,1475,Freehold,56,12,13,Unknown,20,3,62,Freehold,8.779557455883728
"'Clubhouse', 'Jet Pool', 'Function Room', 'Water Feature', 'Yoga Corner', 'Gym', 'Mini Golf Range', 'Viewing Deck', 'Lounge', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Outdoor Dining', 'Reflexology Path', 'BBQ''",1,Bayfront Ventures Pte Ltd,D07,Jalan Besar,Flexible,City Gate,Nicoll Highway MRT,Kallang,Condo,2500,431,99 Years,51,23,18,Fully Furnished,16,4,22,Non-Freehold,7.824046010856292
"'Clubhouse', 'Bathtub', 'Renovated', 'Aircon', 'Maid Room', 'Gym', 'Fridge', 'Low Floor', 'Swimming Pool', 'Jacuzzi', 'Parking', 'Washer', 'Pool View', 'Security', 'Balcony''",3,Hong Realty (Private) Ltd,D11,Tanjong Pagar,greater_than_or_equal_24m,Buckley 18,Novena MRT,Novena,Condo,6000,1518,Freehold,63,14,20,Partially Furnished,15,5,62,Freehold,8.699514748210191
"'Clubhouse', 'Stove', 'Walk In Closet', 'Jacuzzi', 'Oven', 'Parking', 'Balcony', 'Wading Pool', 'Utility Room', 'Playground', 'Fibre Ready', 'BBQ', 'Fridge', 'Sauna', 'Steam Room', 'Aircon', 'Maid Room', 'Swimming Pool', 'High Floor', 'Security', 'Bathtub', 'Lap Pool''",4,Far East Organization,D09,Tanjong Pagar,greater_than_or_equal_24m,Skyline @ Orchard Boulevard,Orchard MRT,River Valley,Condo,12450,2067,Freehold,55,5,15,Partially Furnished,22,4,46,Freehold,9.429475901892854
"'Gym', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ''",0,Fragrance Land Pte Ltd,D12,Jalan Besar,Flexible,Prestige Heights,,Novena,Condo,1800,334,Freehold,64,19,28,Unknown,8,none_nearby,none_nearby,Freehold,7.495541943884256
"'Gym', 'Swimming Pool', 'Squash Court', 'Parking', 'Security', 'BBQ''",4,Far East Organization,D09,Tanjong Pagar,Flexible,The Cairnhill,,Newton,Condo,6300,2809,Freehold,55,17,26,Unknown,6,none_nearby,none_nearby,Freehold,8.748304912379623
"'Clubhouse', 'Water Feature', 'Jacuzzi', 'Parking', 'Games Room', 'Fun Pool', 'City View', 'Renovated', 'Greenery View', 'Utility Room', 'Playground', 'BBQ', 'Hydrotherapy Pool', 'Gym', 'Sauna', 'Steam Room', 'Tennis Court', 'Aircon', 'Open Terrace', 'Swimming Pool', 'Fitness Corner', 'Security', 'Lap Pool''",3,Wingrove Investment Pte Ltd (Wingtai Holdings),D11,Tanjong Pagar,Flexible,Amaryllis Ville,Newton MRT,Novena,Condo,5200,1238,99 Years,58,13,20,Unknown,23,6,83,Non-Freehold,8.556413904569519
"'Penthouse', 'Pool Deck', 'Roof Terrace', 'Aircon', 'Sofa', 'High Ceiling', 'Dining Room Furniture', 'Stove', 'Parking', 'Swimming Pool', 'Fridge', 'Bed', 'TV', 'Jacuzzi', 'Security', 'Top Floor', 'High Floor', 'Washer', 'Gym', 'BBQ', 'Balcony''",1,Ascender Capital Pte Ltd,D08,Jalan Besar,Flexible,Urban Lofts,Farrer Park MRT,Kallang,Condo,2800,678,Freehold,52,19,18,Fully Furnished,21,2,96,Freehold,7.937374696163295
"'Jogging Track', 'Clubhouse', 'Function Room', 'Water Feature', 'Jacuzzi', 'Parking', 'Mid Floor', 'Outdoor Dining', 'Balcony', 'Bomb Shelter', 'Closet', 'Pool Deck', 'Lounge', 'Wading Pool', 'Hydrotherapy Pool', 'Washer', 'Fibre Ready', 'BBQ', 'Hydrotherapy Pool', 'Gym', 'Fridge', 'Dual Key', 'Sauna', 'Yoga Corner', 'Tennis Court', 'Underwater Fitness Station', 'Meeting Room', 'Infinity Pool', 'Pool View', 'Pavilion', 'Aircon', 'Hammocks', 'Bed', 'Swimming Pool', 'Spa Pool', 'Fitness Corner', 'Security''",0,Bayfront Realty Pte Ltd,D16,East Coast,less_than_24m,Urban Vista,Tanah Merah MRT,Bedok,Condo,1700,160,99 Years,29,35,27,Partially Furnished,37,3,25,Non-Freehold,7.438383530044307
"'Bomb Shelter', 'Security', 'Aircon', 'Stove', 'Fridge', 'Bed', 'Swimming Pool', 'Jacuzzi', 'Parking', 'Dining Room Furniture', 'Washer', 'Gym', 'BBQ', 'Balcony''",1,Macly Capital Pte Ltd,D09,Tanjong Pagar,Flexible,Newton Edge,Newton MRT,Novena,Condo,2500,441,Freehold,58,14,19,Unknown,14,6,71,Freehold,7.824046010856292
"'Bomb Shelter', 'Closet', 'Aircon', 'High Ceiling', 'Gym', 'Squash Court', 'Fridge', 'Sauna', 'Swimming Pool', 'Dryer', 'Playground', 'Parking', 'Dishwasher', 'Security', 'Bathtub', 'BBQ', 'Tennis Court''",5,Golden Development Pte Ltd (Far East Organization),D10,Tanjong Pagar,greater_than_or_equal_24m,Beverly Hill,,Tanglin,Condo,36000,7556,Freehold,65,20,28,Partially Furnished,17,none_nearby,none_nearby,Freehold,10.491274217438248
"'Basketball Court', 'Aircon', 'Gym', 'Fridge', 'Sauna', 'Swimming Pool', 'Utility Room', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'High Floor', 'Washer', 'Security', 'BBQ', 'Tennis Court''",3,Golden Development Pte Ltd (Far East Oranisation),D09,Tanjong Pagar,Flexible,Orchard Scotts,Newton MRT,Newton,Condo,11200,2508,99 Years,55,12,17,Partially Furnished,16,4,99,Non-Freehold,9.323669057283185
"'Bomb Shelter', 'Renovated', 'Aircon', 'Fridge', 'Swimming Pool', 'Wading Pool', 'Playground', 'Fitness Corner', 'Parking', 'High Floor', 'Washer', 'Security', 'BBQ', 'Balcony''",1,Fragrance Realty Pte Ltd,D15,Marine Parade,Flexible,The Cotz,,Bedok,Condo,1800,452,Freehold,44,46,38,Fully Furnished,14,none_nearby,none_nearby,Freehold,7.495541943884256
"'City View', 'Function Room', 'Renovated', 'Aircon', 'Water Feature', 'High Ceiling', 'Gym', 'Spa Pool', 'Steam Room', 'Tennis Court', 'Fitness Corner', 'Security', 'Fibre Ready', 'Lap Pool', 'BBQ', 'Balcony''",2,Bukit Sembawang Estates Limited,D09,Tanjong Pagar,greater_than_or_equal_24m,8 St Thomas,Somerset MRT,River Valley,Condo,5300,870,Freehold,59,15,16,Unknown,16,7,5,Freehold,8.575462099540212
"'Security', 'Aircon', 'High Ceiling', 'Stove', 'Fridge', 'Dryer', 'Oven', 'Parking', 'High Floor', 'Washer', 'Fibre Ready', 'Gym''",1,,D05,West Coast,Flexible,Bijou,Pasir Panjang MRT,Queenstown,Condo,3550,635,Freehold,70,32,25,Partially Furnished,12,1,6,Freehold,8.174702882469461
"'Clubhouse', 'Gym', 'Swimming Pool', 'Jacuzzi', 'Playground', 'Fitness Corner', 'Parking', 'Security', 'BBQ''",3,United Overseas Land Limited,D03,Tanjong Pagar,greater_than_or_equal_24m,Twin Regency,Tiong Bahru MRT,Bukit Merah,Condo,5800,1227,Freehold,61,22,13,Fully Furnished,9,3,35,Freehold,8.66561319653451
"'Aircon', 'TV', 'Sofa', 'Stove', 'Fridge', 'Bed', 'Low Floor', 'Oven', 'Dining Room Furniture', 'Washer''",1,,D07,Jalan Besar,less_than_24m,Liang Seah Place,Bugis MRT,None,Condo,3445,969,999 Years,51,21,13,Unknown,10,4,7,Freehold,8.144679183447758
